n,delta,kappa,cp_gap,risk_gap,nc
50.0,0.0,3.44399243855374,16.140899831895812,43.65342355362262,15.0
50.0,0.0,4.0480609233627245,72.77202901942775,443.85254779962713,15.0
50.0,0.0,0.8309117271586471,1.4651885302827101,1.3967082043982821,15.0
50.0,0.0,1.8102298135439787,3.4632768881930476,7.447063939914674,15.0
50.0,0.0,2.7562723062157297,14.081587471540953,28.22389075663593,15.0
50.0,0.0,1.9876763208062518,3.2975759450842577,1.0121826753546357,15.0
50.0,0.0,3.503989036733848,17.340530879200386,23.259020105912523,15.0
50.0,0.0,2.570507918639108,5.9745273460725405,1.074188166811707,15.0
50.0,0.0,1.6109782868842621,4.076774787591449,5.144437444665131,15.0
50.0,0.0,2.585350807509629,15.13563396746552,58.830337371005385,15.0
50.0,0.0,1.6281675966775035,3.2323535001273194,6.761936832598259,15.0
50.0,0.0,3.671073300692563,32.355477148475764,160.81815297073248,15.0
50.0,0.0,2.3283569070162304,5.3438901515306725,6.510197442772337,15.0
50.0,0.0,3.5036744225419256,9.257498202117787,20.980318871464895,15.0
50.0,0.0,3.42822002899087,17.69953676962904,32.372209539413475,15.0
50.0,0.0,2.3343174146671757,7.294521306220176,14.463494109601893,15.0
50.0,0.0,2.833481465994421,7.427609102044965,14.2757324281896,15.0
50.0,0.0,2.547222092498402,6.129182173476991,5.142860343847937,15.0
50.0,0.0,2.014571903737518,5.217684561497507,7.254657273868252,15.0
50.0,0.0,2.1958616754112055,3.2415814766023674,6.93406790748344,15.0
50.0,0.0,3.064115426215452,11.669004391421126,26.023564621279565,15.0
50.0,0.0,3.7957090328316134,13.801826859134659,31.727465623620425,15.0
50.0,0.0,3.3071898151258616,20.664292501470822,51.34994236495958,15.0
50.0,0.0,3.0896636766297902,12.198149663786136,10.19709418084964,15.0
50.0,0.0,3.029006618605466,10.151490493244417,10.102110485881957,15.0
50.0,0.0,1.084619010577852,1.1392175333639547,1.0944540526983926,15.0
50.0,0.0,1.462588505015302,3.3197374461100875,14.136283138859778,15.0
50.0,0.0,2.475586015205257,9.968470291997715,20.118442154940922,15.0
50.0,0.0,4.197068410414376,9.74132251285009,26.10870435553705,15.0
50.0,0.0,3.795743927855783,9.188460935148816,25.370668549448563,15.0
50.0,0.0,4.442937487796063,72.99755232947506,246.7579530173493,15.0
50.0,0.0,4.053069478567616,32.937338708028705,49.321666706807555,15.0
50.0,0.0,1.7751605791233043,2.8921028300582448,1.2209058630859078,15.0
50.0,0.0,2.065324755786312,4.680302487263788,4.4313174732141825,15.0
50.0,0.0,3.279300883342901,12.193388588521273,27.493622275986066,15.0
50.0,0.0,3.5613661886093517,20.99936242991002,32.569033244938105,15.0
50.0,0.0,3.2791441567911894,23.994434763496525,219.96159004685734,15.0
50.0,0.0,2.787003285874418,7.58447624303939,0.8718653024399552,15.0
50.0,0.0,3.1506023930893554,12.300588990742563,20.830332938417,15.0
50.0,0.0,3.290445692480039,22.278336392448477,59.008100727123335,15.0
50.0,0.0,2.321764823134925,5.307609675477146,5.4949576058950695,15.0
50.0,0.0,3.008510146626647,9.191986730387395,37.38953108707751,15.0
50.0,0.0,3.4351324617853254,13.490528526771094,12.789622914249355,15.0
50.0,0.0,1.5100537287400784,2.3154293666637216,6.145620475906757,15.0
50.0,0.0,2.5441332328176185,6.173529350677259,3.733787379298368,15.0
50.0,0.0,2.3336642794536817,4.550662181540558,8.307147177557015,15.0
50.0,0.0,2.689141469002946,9.997530635331042,9.404541513745926,15.0
50.0,0.0,2.2731640878689965,6.6351443651909,16.25641484192834,15.0
50.0,0.0,3.6294485008530413,17.223662670639666,35.885561629311006,15.0
50.0,0.0,3.6098197937778873,7.770919580967362,9.444742388380572,15.0
50.0,0.0,2.671239335836452,7.991897755795892,5.457698108774503,15.0
50.0,0.0,3.3576254839268005,11.297530149518984,22.430025932405133,15.0
50.0,0.0,3.593826025811767,22.459622303066396,92.07723775082249,15.0
50.0,0.0,1.558497767986597,1.9229376018368876,1.3465940842085133,15.0
50.0,0.0,2.5939077594052566,7.337770886832434,7.8101928135403185,15.0
50.0,0.0,1.5429991458177212,3.6706749861463206,9.165980075999164,15.0
50.0,0.0,2.4079162981693507,5.874178845113411,6.1002752842235735,15.0
50.0,0.0,2.9324599189930223,6.566663586114553,13.01089322005359,15.0
50.0,0.0,2.2354058501721124,4.659954525415161,10.349615790673958,15.0
50.0,0.0,2.8332381383297096,35.56299857192921,204.49395058524274,15.0
50.0,0.0,2.657785106435417,10.748892320052182,19.967651258602768,15.0
50.0,0.0,0.9762481704119186,2.18372001915514,2.6282732770070165,15.0
50.0,0.0,2.6454161857992746,5.613375575707842,2.981226444464558,15.0
50.0,0.0,1.4254117405883249,1.6001645332532757,10.277599985344981,15.0
50.0,0.0,4.325662003552926,14.55915283205109,15.270529570206119,15.0
50.0,0.0,0.20080314567672958,0.2842766450092826,5.87629647816928,15.0
50.0,0.0,2.7887898987234427,15.511423404278275,18.385347829365315,15.0
50.0,0.0,1.1268550650927884,2.084215900153997,17.61345315042803,15.0
50.0,0.0,2.300456563007023,4.225389245226449,5.724067824525401,15.0
50.0,0.0,2.8459997363175518,7.018405840779883,10.907239814810326,15.0
50.0,0.0,3.851595305556047,57.40042938133988,159.36714429052444,15.0
50.0,0.0,3.1839304248499434,17.04428143386521,115.4149670667376,15.0
50.0,0.0,2.629172099246186,5.903132608397332,18.919737061927812,15.0
50.0,0.0,2.7451541101709576,7.126378472953728,15.8794784969906,15.0
50.0,0.0,2.5717751453287736,3.4491123086359887,8.27903291167125,15.0
50.0,0.0,4.784006829358568,20.428193808911796,13.951095970993187,15.0
50.0,0.0,2.3764738289578573,6.142368126806167,5.895744887808917,15.0
50.0,0.0,2.245964982985122,7.1334626522254965,6.044506739452353,15.0
50.0,0.0,4.0082273765825,11.986872627754511,18.42097383388708,15.0
50.0,0.0,2.953760851722847,4.5411453844506005,11.144859065289731,15.0
50.0,1.0,0.7237304932195341,-0.7866189955645511,0.3335065731180733,15.0
